1.25539e+06
503	2678
513	2692
520	2653
518	2646
526	2617
529	2611
496	2584
483	2514
416	2533
418	2557
417	2594
420	2621
399	2666
387	2665
410	2699
380	2748
342	2743
326	2780
344	2814
350	2850
289	2900
235	2883
257	2826
187	2753
120	2810
134	2832
172	2898
141	2945
122	2945
79	2988
72	2982
92	3042
116	3071
105	3111
162	3127
165	3131
152	3154
193	3170
234	3187
245	3197
257	3169
257	3226
281	3244
293	3243
346	3261
366	3191
365	3153
355	3100
394	3070
423	3044
423	3029
464	3021
542	3021
557	2994
617	3009
620	2987
623	2979
629	2956
641	2949
649	2940
633	2936
607	2913
599	2880
526	2919
510	2907
480	2908
483	2930
451	2932
444	2920
508	2954
520	2822
531	2779
567	2766
601	2735
595	2727
597	2716
626	2700
648	2655
635	2621
645	2605
630	2575
635	2528
638	2492
607	2474
587	2434
563	2430
574	2384
622	2420
637	2428
631	2363
627	2348
609	2317
607	2315
564	2315
548	2304
539	2331
511	2319
470	2301
430	2314
408	2336
368	2308
365	2293
344	2352
349	2371
316	2365
269	2333
254	2301
247	2247
214	2245
151	2251
116	2246
140	2205
167	2153
172	2125
138	2084
106	2117
80	2070
67	2031
99	2021
114	2040
178	2043
178	2056
199	2040
284	2034
324	2040
292	2076
272	2105
289	2133
287	2167
271	2163
326	2155
334	2130
349	2090
412	2122
438	2141
466	2059
440	2039
412	2053
375	2024
337	1973
356	1919
382	1887
351	1870
290	1856
261	1840
250	1809
295	1761
286	1737
261	1726
315	1734
327	1745
350	1758
399	1753
426	1726
458	1702
477	1682
502	1703
480	1749
452	1804
461	1810
420	1826
382	1802
439	1873
475	1859
545	1851
603	1841
603	1763
607	1756
577	1757
545	1763
635	1702
638	1677
660	1685
661	1705
658	1735
736	1739
740	1731
746	1737
748	1719
732	1696
811	1738
855	1730
874	1726
862	1701
850	1663
858	1570
842	1560
854	1542
894	1556
926	1594
977	1611
1018	1620
1037	1625
1072	1630
1108	1610
1141	1653
1204	1641
1214	1612
1243	1579
1243	1532
1221	1534
1212	1529
1227	1503
1247	1481
1268	1530
1176	1546
1177	1572
1145	1498
1158	1486
1150	1385
1081	1384
1068	1429
1026	1390
991	1347
957	1365
953	1364
904	1432
915	1474
953	1495
962	1501
960	1477
1040	1542
992	1674
1045	1769
1034	1782
1018	1787
1007	1792
1002	1799
1052	1845
1047	1874
1037	1881
1022	1900
994	1951
962	1931
959	1931
941	1890
937	1882
926	1859
892	1846
837	1832
796	1844
759	1869
701	1889
696	1890
696	1871
710	1808
787	1783
824	1786
896	1747
855	1909
820	1956
806	1952
806	1975
802	2000
781	1979
758	1964
701	2020
674	2002
662	2011
653	1981
651	1962
664	1939
627	2045
551	2035
523	2067
534	2082
574	2143
600	2173
609	2182
548	2184
472	2234
523	2275
459	2373
461	2412
411	2485
335	2474
317	2436
289	2417
270	2423
229	2351
191	2338
149	2373
120	2364
110	2370
103	2345
74	2318
51	2376
41	2402
24	2388
12	2426
151	2467
151	2468
166	2418
143	2553
104	2552
51	2578
59	2604
84	2640
63	2688
41	2677
32	2673
91	2709
143	2654
187	2629
197	2598
188	2573
167	2589
257	2530
265	2520
302	2605
343	2596
350	2622
355	2570
332	2675
323	2686
487	2782
475	2810
508	2742
572	2574
571	2542
587	2544
557	2490
727	2486
758	2484
731	2430
710	2415
747	2357
700	2316
677	2321
674	2318
680	2273
664	2257
711	2179
736	2152
770	2166
810	2161
809	2191
812	2191
825	2227
838	2270
859	2298
853	2316
899	2322
920	2307
954	2364
977	2382
992	2335
1027	2328
1039	2371
1048	2401
1100	2447
1112	2474
1116	2488
1133	2536
1118	2550
1174	2547
1192	2532
1176	2514
1231	2498
1250	2475
1273	2453
1284	2493
1285	2514
1298	2543
1331	2568
1378	2556
1449	2518
1443	2508
1450	2492
1472	2533
1484	2570
1532	2532
1581	2550
1571	2573
1575	2636
1570	2728
1603	2743
1608	2734
1593	2775
1595	2787
1624	2783
1624	2780
1602	2829
1608	2852
1576	2825
1563	2921
1543	2927
1462	2958
1459	3007
1385	2992
1372	3004
1368	3042
1419	3082
1398	3163
1358	3220
1347	3220
1298	3184
1251	3263
1211	3259
1182	3226
1151	3304
1201	3325
1184	3378
1166	3407
1135	3360
1099	3378
1024	3386
990	3407
969	3446
890	3481
881	3468
850	3483
831	3474
839	3458
852	3514
802	3550
771	3579
764	3525
767	3521
721	3472
730	3464
686	3485
659	3488
643	3486
661	3432
733	3385
769	3372
781	3359
853	3348
879	3375
903	3387
874	3410
867	3302
903	3254
986	3227
1001	3201
1004	3164
1043	3183
1020	3234
1049	3276
1022	3308
1005	3319
1105	3266
1268	3361
1290	3333
1332	3375
1337	3387
1316	3393
1276	3427
1336	3452
1345	3468
1347	3469
1324	3479
1345	3523
1373	3550
1414	3586
1423	3650
1386	3679
1436	3699
1409	3794
1458	3802
1512	3831
1535	3809
1568	3757
1547	3721
1592	3655
1606	3621
1560	3623
1589	3564
1649	3564
1657	3586
1716	3627
1675	3662
1626	3690
1685	3805
1727	3860
1764	3951
1723	3975
1718	4009
1726	4030
1706	4030
1701	4053
1673	4036
1666	4047
1644	4061
1618	4095
1599	4123
1614	4144
1590	4156
1570	4135
1547	4139
1533	4109
1494	4132
1458	4104
1418	4107
1409	4110
1391	4111
1309	4098
1264	4151
1237	4093
1162	4051
1127	4052
1108	4088
1091	4097
1082	4110
1120	4149
1168	4189
1178	4242
1231	4215
1280	4295
1312	4270
1370	4297
1358	4343
1399	4352
1429	4403
1498	4434
1465	4477
1462	4501
1505	4524
1498	4581
1577	4595
1566	4632
1588	4651
1589	4735
1542	4736
1525	4720
1461	4710
1462	4694
1449	4673
1427	4680
1436	4649
1423	4726
1440	4763
1459	4759
1460	4751
1483	4813
1490	4837
1488	4844
1441	4859
1383	4836
1375	4786
1374	4757
1298	4769
1256	4770
1230	4830
1218	4848
1252	4855
1320	4857
1331	4851
1386	4919
1364	4939
1357	4936
1356	4948
1309	4941
1294	4932
1259	4946
1292	4978
1263	5016
1218	4995
1170	4999
1210	4945
1169	4917
1146	4901
1147	4884
1086	4913
1050	4910
1041	4876
1081	4864
1037	4814
1010	4786
1039	4743
1003	4720
955	4739
927	4705
903	4710
909	4732
832	4705
804	4676
800	4609
792	4562
792	4536
806	4534
789	4518
749	4530
741	4520
703	4596
642	4613
534	4616
486	4671
402	4647
394	4684
397	4712
355	4719
328	4737
312	4773
293	4803
271	4816
284	4838
259	4885
261	4934
323	4893
341	4917
363	4881
332	4864
372	4804
395	4797
419	4769
447	4807
513	4838
534	4862
544	4827
540	4801
641	4818
651	4757
729	4751
729	4831
733	4876
696	4868
648	4908
611	4894
600	4927
533	4964
517	4945
460	5029
390	5099
371	5155
412	5185
417	5222
432	5248
389	5239
417	5299
477	5288
486	5271
526	5256
539	5263
553	5241
621	5230
635	5225
680	5206
686	5202
664	5153
668	5127
704	5106
675	5061
710	5044
715	5053
748	5004
697	4960
822	4931
844	4882
860	4885
899	4898
941	4902
948	4876
982	4854
969	4832
891	4836
823	4825
818	4869
968	4921
1034	4975
1027	4990
1023	5065
999	5116
1026	5122
1077	5123
1157	5103
1173	5074
1190	5095
1234	5173
1239	5224
1269	5265
1324	5240
1331	5201
1381	5136
1357	5105
1361	5072
1387	5080
1390	5081
1420	5082
1460	5063
1459	5015
1425	5002
1414	4960
1382	5013
1388	5030
1331	5011
1317	5079
1299	5107
1293	5112
1294	5124
1411	5232
1406	5269
1403	5306
1394	5321
1415	5364
1432	5401
1395	5403
1331	5419
1331	5426
1312	5421
1304	5391
1281	5363
1257	5389
1242	5387
1197	5432
1207	5445
1217	5448
1265	5451
1278	5442
1311	5466
1327	5492
1275	5546
1243	5527
1159	5521
1096	5474
1072	5468
1055	5500
1077	5526
1033	5536
1025	5538
1004	5529
976	5529
902	5549
872	5546
853	5551
895	5590
929	5620
908	5637
861	5690
871	5709
835	5711
830	5743
850	5745
826	5842
805	5896
723	5915
686	5910
663	5987
685	6034
723	6051
733	6021
729	5995
801	5984
804	6011
804	6036
814	6041
826	6084
802	6088
808	6103
774	6137
735	6134
707	6106
721	6173
697	6198
666	6212
662	6181
628	6195
638	6252
634	6258
616	6254
561	6254
506	6260
473	6237
465	6291
465	6347
435	6379
356	6388
356	6434
350	6490
336	6498
292	6517
263	6548
273	6560
286	6624
346	6573
405	6600
411	6558
500	6547
499	6513
505	6493
521	6494
560	6457
543	6429
522	6400
546	6325
618	6310
650	6334
662	6426
694	6469
746	6480
768	6391
758	6338
825	6323
839	6361
879	6335
877	6315
926	6326
975	6293
998	6329
1074	6368
1097	6369
1060	6416
1014	6434
1022	6462
1018	6514
979	6512
946	6563
936	6585
922	6582
887	6552
890	6522
859	6602
834	6647
774	6645
765	6640
714	6620
706	6604
697	6584
706	6578
629	6611
605	6600
618	6563
667	6664
673	6706
653	6709
718	6715
771	6717
773	6762
711	6779
638	6787
591	6759
592	6737
567	6756
574	6688
504	6698
462	6686
441	6653
354	6672
341	6791
278	6773
221	6772
181	6757
124	6761
92	6740
28	6750
30	6762
52	6668
62	6638
4	6594
8	6513
3	6494
111	6566
147	6488
208	6482
218	6456
247	6464
250	6459
280	6467
258	6398
239	6375
284	6375
300	6370
275	6326
316	6284
345	6243
367	6193
348	6143
298	6130
259	6104
221	6090
145	6118
135	6138
123	6099
135	6049
147	6016
105	6028
117	5978
159	5922
158	5912
206	5962
229	5940
245	5970
257	5987
310	5999
320	5969
320	5904
395	5819
410	5811
451	5780
482	5749
445	5724
504	5708
555	5647
541	5607
483	5574
492	5523
493	5516
462	5492
520	5486
526	5475
556	5505
585	5510
593	5509
608	5520
605	5536
662	5590
679	5618
629	5622
632	5640
631	5660
609	5689
584	5691
617	5745
680	5724
675	5675
773	5627
784	5669
826	5641
743	5587
710	5456
720	5403
692	5367
661	5382
588	5384
583	5378
536	5406
524	5414
521	5363
547	5334
615	5308
729	5254
757	5234
806	5225
830	5201
850	5243
925	5245
945	5162
991	5172
894	5114
802	5128
784	5108
782	5091
634	5089
580	5057
350	5034
292	5029
283	5041
285	5089
287	5114
273	5139
276	5176
286	5188
281	5225
321	5218
229	5241
212	5269
166	5230
136	5275
103	5259
97	5305
62	5322
34	5339
27	5361
94	5385
133	5395
158	5447
172	5455
155	5497
93	5472
87	5434
39	5555
34	5594
57	5648
37	5675
78	5676
34	5720
77	5770
136	5745
146	5747
140	5789
141	5798
198	5745
227	5799
218	5840
304	5750
304	5740
331	5666
328	5573
287	5577
327	5531
265	5518
268	5489
335	5439
357	5446
414	5414
367	5380
398	5499
418	5547
439	5635
557	5776
561	5816
614	5843
635	5834
723	5807
727	5801
487	5837
462	5850
465	5864
435	5908
491	5919
486	6006
516	6033
559	6023
553	6061
558	6116
517	6108
557	6171
585	6149
610	6116
603	6012
415	6017
414	6014
355	6085
441	6146
261	6229
230	6265
201	6236
135	6204
77	6196
79	6256
57	6290
113	6314
141	6309
138	6356
129	6397
120	6400
141	6426
203	6629
121	6829
143	6875
76	6883
100	6936
99	6955
143	7026
149	7047
201	7059
203	7076
244	7088
225	7152
202	7174
221	7196
262	7291
243	7300
257	7322
274	7368
301	7433
306	7445
324	7465
313	7519
284	7547
256	7529
202	7538
161	7543
150	7589
191	7611
182	7632
251	7629
274	7655
295	7643
304	7648
329	7664
322	7624
389	7666
392	7675
403	7679
488	7764
513	7769
537	7733
539	7720
521	7723
598	7659
554	7619
513	7568
439	7508
372	7427
347	7406
370	7393
408	7401
405	7366
388	7348
395	7302
361	7279
346	7295
330	7314
452	7305
476	7316
472	7349
478	7375
530	7413
559	7373
584	7340
543	7305
530	7224
565	7189
612	7148
644	7119
644	7086
675	7064
710	7038
727	7015
677	7000
659	7000
651	7004
636	7009
623	7045
658	6969
758	6934
779	6961
852	7003
940	6979
979	6983
979	7012
1001	7012
1011	7064
1014	7100
935	7090
815	7100
778	7109
749	7083
752	7073
706	7124
687	7154
742	7182
736	7217
737	7267
728	7306
705	7309
747	7344
705	7375
714	7400
697	7429
657	7462
701	7516
717	7526
716	7549
736	7539
772	7552
800	7553
866	7610
866	7638
841	7637
846	7670
810	7670
749	7637
735	7626
734	7656
696	7678
723	7716
710	7732
667	7720
661	7744
650	7748
629	7767
623	7807
664	7844
712	7836
718	7889
757	7940
786	7956
787	8008
816	8020
741	8026
716	8043
699	8046
668	8038
669	8016
660	7982
626	7949
601	7964
578	7983
580	8001
594	8050
612	8043
613	8074
617	8087
647	8064
651	8132
605	8147
569	8166
571	8181
617	8206
672	8221
680	8209
716	8224
778	8264
818	8272
812	8316
772	8339
738	8360
713	8362
677	8335
651	8298
563	8293
562	8308
520	8295
533	8370
541	8404
491	8368
417	8453
367	8435
364	8438
382	8497
409	8521
438	8567
399	8581
402	8635
469	8687
493	8682
506	8813
541	8823
526	8862
565	8924
585	8932
611	8972
628	9001
637	9030
684	9002
704	9009
704	8968
652	8971
674	8917
735	8924
768	8960
769	8976
814	9013
866	9052
858	9091
878	9155
871	9176
833	9161
827	9166
801	9217
811	9228
818	9245
795	9258
762	9270
748	9262
737	9263
709	9263
682	9234
724	9207
736	9225
715	9182
708	9167
704	9139
681	9157
617	9196
585	9220
598	9262
585	9286
577	9320
618	9315
634	9344
692	9372
761	9384
767	9373
794	9332
738	9319
768	9438
739	9449
723	9492
759	9520
777	9537
806	9553
827	9583
837	9576
770	9582
715	9544
707	9540
628	9587
655	9627
634	9672
615	9662
595	9677
538	9646
472	9656
461	9690
467	9700
436	9709
447	9744
431	9799
497	9824
518	9830
529	9829
562	9813
548	9774
526	9746
531	9730
607	9823
615	9842
639	9856
623	9934
663	9974
690	9965
755	9901
796	9848
781	9831
799	9750
800	9705
843	9688
868	9683
922	9692
913	9728
888	9807
957	9897
924	9931
921	9948
894	9930
840	9922
968	9957
967	9979
1061	9912
1079	9901
1098	9913
1125	9928
1190	9906
1209	9875
1172	9847
1154	9847
1174	9812
1243	9819
1262	9818
1288	9807
1298	9787
1333	9739
1345	9729
1348	9697
1312	9677
1254	9697
1238	9690
1248	9665
1267	9624
1246	9598
1215	9587
1149	9558
1131	9514
1119	9508
1188	9500
1142	9442
1108	9367
1121	9329
1145	9342
1159	9313
1172	9296
1107	9253
1135	9221
